version_taxref	cd_ref_taxref	phylum_taxref	classe_taxref	ordre_taxref	famille_taxref	genre_taxref	nom_valide_taxref	nom_latin_taxref	nom_vern_taxref	habitat_taxref	libelle_indigenat_taxref	indigenat_regional	synthese_reglementations_protections	PROTECTION_NAT	BARC/OSPAR	BERN/BONN	COMMERCE	DO/DHFF	AUTRE_REGL	endemisme_national_taxref	complement_endemisme	statut_presence_regionale	rarete_regionale	presence_d24	presence_d33	presence_d40	presence_d47	presence_d64	presence_d19	presence_d23	presence_d87	presence_d16	presence_d17	presence_d79	presence_d86	enjeu_regional_conservation	statuts_biologiques_specifiques	resume_menace_metropole	categorie_lr_metropole	annee_lr_metropole	resume_menace_na	categorie_lr_aquitaine	annee_lr_aquitaine	categorie_lr_limousin	annee_lr_limousin	categorie_lr_poitou_charente	annee_lr_poitou_charente	determinante_aquitaine	determinante_pc	determinante_limousin	sensibilite_donnees
18.0	4212	Chordata	Aves	Passeriformes	Acrocephalidae	Hippolais	"Hippolais icterina (Vieillot, 1817)"	"Hippolais icterina"	"Hypolaïs ictérine, Grand contrefaisant"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI, RN"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. III)"			"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Occ	"Non évaluée"	Occ	Occ	Occ	Ab	Occ	Ab	Ab	Ab	Occ	Occ	Occ	Ab	"Non évaluée"	MTEr	Menacée	VU	2016	Autre			RE	2015						
18.0	3953	Chordata	Aves	Passeriformes	Bombycillidae	Bombycilla	"Bombycilla garrulus (Linnaeus, 1758)"	"Bombycilla garrulus"	"Jaseur boréal, Jaseur de Bohème"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. II)"					"Non endémique"	Occ	"Non évaluée"	Ab	Occ	Occ	Ab	Occ	Occ	Occ	Occ	Occ	Occ	Ab	Occ	"Non évaluée"	HO	"Non évaluée"			"Non évaluée"										
18.0	2554	Chordata	Aves	Charadriiformes	Scolopacidae	Limnodromus	"Limnodromus scolopaceus (Say, 1823)"	"Limnodromus scolopaceus"	"Bécassin à long bec, Limnodrome à long bec"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. II), BONN (Ann. II)"					"Non endémique"	Occ	"Non évaluée"	Ab	Occ	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Occ	Ab	Occ	"Non évaluée"	MTEr	"Non évaluée"			"Non évaluée"										
18.0	889042	Chordata	Aves	Passeriformes	Fringillidae	Linaria	"Linaria flavirostris (Linnaeus, 1758)"	"Linaria flavirostris"	"Linotte à bec jaune"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Occ	"Non évaluée"	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Occ	Ab	Ab	"Non évaluée"	HO	"Non évaluée"			"Non évaluée"										
18.0	199305	Chordata	Aves	Anseriformes	Anatidae	Aythya	"Aythya affinis (Eyton, 1838)"	"Aythya affinis"	"Fuligule à tête noire, Petit Fuligule, Petit morillon"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. III), BONN (Ann. II)"					"Non endémique"	Occ	"Non évaluée"	Ab	Ab	Ab	Occ	Occ	Ab	Ab	Ab	Ab	Occ	Ab	Ab	"Non évaluée"	HO	"Non évaluée"			"Non évaluée"										
18.0	4180	Chordata	Aves	Passeriformes	Acrocephalidae	Acrocephalus	"Acrocephalus melanopogon (Temminck, 1823)"	"Acrocephalus melanopogon"	"Lusciniole à moustaches"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. III)"		"DO (Ann. I)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Occ	"Non évaluée"	Ab	Occ	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Occ	Ab	Occ	"Non évaluée"	MTEr	Menacée	EN	2016	"Non évaluée"										
18.0	3764	Chordata	Aves	Passeriformes	Paridae	Parus	"Parus major Linnaeus, 1758"	"Parus major"	"Mésange charbonnière"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré	NC,H	"Non menacée"	LC	2016	"Non menacée"			LC	2015	LC	2018				
18.0	3774	Chordata	Aves	Passeriformes	Sittidae	Sitta	"Sitta europaea Linnaeus, 1758"	"Sitta europaea"	"Sittelle torchepot"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré	NC,H	"Non menacée"	LC	2016	"Non menacée"			LC	2015	LC	2018				
18.0	3396	Chordata	Aves	Charadriiformes	Alcidae	Alle	"Alle alle (Linnaeus, 1758)"	"Alle alle"	"Mergule nain"	"Marin & Terrestre"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. III)"					"Non endémique"	Occ	"Non évaluée"	Ab	Occ	Occ	Ab	Occ	Ab	Ab	Ab	Ab	Occ	Ab	Ab	"Non évaluée"	HO	"Non évaluée"			"Non évaluée"										
18.0	3780	Chordata	Aves	Passeriformes	Sittidae	Tichodroma	"Tichodroma muraria (Linnaeus, 1766)"	"Tichodroma muraria"	"Tichodrome échelette"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Pr	Rare	Pr	Pr	Occ	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré	NC,H	"Non menacée"	NT	2016	"Non évaluée"							"Sous conditions"			
18.0	3784	Chordata	Aves	Passeriformes	Certhiidae	Certhia	"Certhia familiaris Linnaeus, 1758"	"Certhia familiaris"	"Grimpereau des bois"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. III)"					"Non endémique"	Pr	"Peu commune"	Ind	Ab	Ind	Ab	Pr	Pr	Pr	Pr	Ab	Ab	Ab	Ab	Modéré	NC,H	"Non menacée"	LC	2016	"Non menacée"			LC	2015					Stricte	
18.0	3791	Chordata	Aves	Passeriformes	Certhiidae	Certhia	"Certhia brachydactyla C.L. Brehm, 1820"	"Certhia brachydactyla"	"Grimpereau des jardins"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. III)"					"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré	NC,H	"Non menacée"	LC	2016	"Non menacée"			LC	2015	LC	2018				
18.0	1027359	Chordata	Aves	Passeriformes	Sylviidae	Curruca	"Curruca curruca (Linnaeus, 1758)"	"Curruca curruca"	"Fauvette babillarde"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Occ	"Non évaluée"	Occ	Occ	Occ	Occ	Occ	Sa	Occ	Occ	Occ	Occ	Occ	Occ	"Non évaluée"	ND	"Non menacée"	LC	2016	Autre			RE	2015	NA	2018				
18.0	3798	Chordata	Aves	Passeriformes	Remizidae	Remiz	"Remiz pendulinus (Linnaeus, 1758)"	"Remiz pendulinus"	"Rémiz penduline, Mésange rémiz"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI, RN"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. III)"			"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	Exceptionnelle	Occ	Pr	Pr	Occ	Pr	Occ	Occ	Occ	Occ	Pr	Occ	Occ	"Non applicable"	NPo,H	Menacée	CR	2016	"Non évaluée"								"Sous conditions"		
18.0	3803	Chordata	Aves	Passeriformes	Oriolidae	Oriolus	"Oriolus oriolus (Linnaeus, 1758)"	"Oriolus oriolus"	"Loriot d'Europe, Loriot jaune"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré	NC	"Non menacée"	LC	2016	"Non menacée"			LC	2015	LC	2018				
