version_taxref	cd_ref_taxref	phylum_taxref	classe_taxref	ordre_taxref	famille_taxref	genre_taxref	nom_valide_taxref	nom_latin_taxref	nom_vern_taxref	habitat_taxref	libelle_indigenat_taxref	indigenat_regional	synthese_reglementations_protections	PROTECTION_NAT	BARC/OSPAR	BERN/BONN	COMMERCE	DO/DHFF	AUTRE_REGL	endemisme_national_taxref	complement_endemisme	statut_presence_regionale	rarete_regionale	presence_d24	presence_d33	presence_d40	presence_d47	presence_d64	presence_d19	presence_d23	presence_d87	presence_d16	presence_d17	presence_d79	presence_d86	enjeu_regional_conservation	statuts_biologiques_specifiques	resume_menace_metropole	categorie_lr_metropole	annee_lr_metropole	resume_menace_na	categorie_lr_aquitaine	annee_lr_aquitaine	categorie_lr_limousin	annee_lr_limousin	categorie_lr_poitou_charente	annee_lr_poitou_charente	determinante_aquitaine	determinante_pc	determinante_limousin	sensibilite_donnees
18.0	2405	Chordata	Aves	Passeriformes	Fringillidae	Bucanetes	"Bucanetes githagineus (Lichtenstein, 1823)"	"Bucanetes githagineus"	"Roselin githagine, Bouvreuil githagine"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. II)"		"DO (Ann. I)"			"Non endémique"	Occ	"Non évaluée"	Ab	Occ	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Occ	Ab	Ab	"Non évaluée"	MTEr	"Non évaluée"			"Non évaluée"										
18.0	4010	Chordata	Aves	Passeriformes	Muscicapidae	Luscinia	"Luscinia luscinia (Linnaeus, 1758)"	"Luscinia luscinia"	"Rossignol progné"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. II), BONN (Ann. II)"					"Non endémique"	Occ	"Non évaluée"	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Occ	Ab	Ab	"Non évaluée"	NA	"Non évaluée"			"Non évaluée"										
18.0	4319	Chordata	Aves	Passeriformes	Muscicapidae	Muscicapa	"Muscicapa striata (Pallas, 1764)"	"Muscicapa striata"	"Gobemouche gris"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II), BONN (Ann. II)"					"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable	NC	"Non menacée"	NT	2016	"Non menacée"			LC	2015	NT	2018				
18.0	4330	Chordata	Aves	Passeriformes	Muscicapidae	Ficedula	"Ficedula hypoleuca (Pallas, 1764)"	"Ficedula hypoleuca"	"Gobemouche noir"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II), BONN (Ann. II)"					"Non endémique"	Pr	Rare	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable	NPr	Menacée	VU	2016	Autre			NA	2015	RE	2018	"Sous conditions"		"Sous conditions"	
18.0	4338	Chordata	Aves	Passeriformes	Panuridae	Panurus	"Panurus biarmicus (Linnaeus, 1758)"	"Panurus biarmicus"	"Panure à moustaches, Mésange à moustaches"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Pr	Exceptionnelle	Occ	Occ	Occ	Occ	Occ	Ab	Occ	Occ	Ai	Pr	Da	Occ	Notable	NC,H	"Non menacée"	LC	2016	Menacée					CR	2018	"Sous conditions"	"Sous conditions"		
18.0	199459	Chordata	Aves	Passeriformes	Acrocephalidae	Acrocephalus	"Acrocephalus agricola (Jerdon, 1845)"	"Acrocephalus agricola"	"Rousserolle isabelle"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. III)"					"Non endémique"	Occ	"Non évaluée"	Ab	Ab	Ab	Occ	Occ	Ab	Ab	Ab	Ab	Occ	Ab	Ab	"Non évaluée"	MTEr	"Non évaluée"			"Non évaluée"										
18.0	4342	Chordata	Aves	Passeriformes	Aegithalidae	Aegithalos	"Aegithalos caudatus (Linnaeus, 1758)"	"Aegithalos caudatus"	"Mésange à longue queue, Orite à longue queue"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. III)"					"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré	NC,H	"Non menacée"	LC	2016	"Non menacée"			LC	2015	LC	2018				
18.0	4192	Chordata	Aves	Passeriformes	Acrocephalidae	Acrocephalus	"Acrocephalus palustris (Bechstein, 1798)"	"Acrocephalus palustris"	"Rousserolle verderolle"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. III)"					"Non endémique"	Occ	"Non évaluée"	Ab	Occ	Occ	Ab	Ab	Sa	Occ	Sa	Occ	Occ	Ab	Ab	"Non évaluée"	ND	"Non menacée"	LC	2016	Autre			RE	2015						
18.0	4460	Chordata	Aves	Passeriformes	Laniidae	Lanius	"Lanius senator Linnaeus, 1758"	"Lanius senator"	"Pie-grièche à tête rousse"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI, RN"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"			"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Assez commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	"Très fort"	NC	Menacée	VU	2016	Menacée			EN	2015	EN	2018	"Sous conditions"	"Sous conditions"	Stricte	
18.0	4485	Chordata	Aves	Passeriformes	Corvidae	Pyrrhocorax	"Pyrrhocorax graculus (Linnaeus, 1766)"	"Pyrrhocorax graculus"	"Chocard à bec jaune"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Pr	Rare	Ab	Ab	Ab	Ab	Pr	Sa	Ab	Ab	Ab	Ab	Ab	Ab	Modéré	NC,H	"Non menacée"	LC	2016	"Non évaluée"							"Sous conditions"			
18.0	4597	Chordata	Aves	Passeriformes	Fringillidae	Acanthis	"Acanthis flammea (Linnaeus, 1758)"	"Acanthis flammea"	"Sizerin flammé"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI, RN"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"			"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Non évaluée"	Occ	Occ	Occ	Ab	Occ	Pr	Pr	Pr	Occ	Occ	Occ	Occ	"Non évaluée"	H	Menacée	VU	2016	"Non évaluée"										
18.0	4488	Chordata	Aves	Passeriformes	Corvidae	Pyrrhocorax	"Pyrrhocorax pyrrhocorax (Linnaeus, 1758)"	"Pyrrhocorax pyrrhocorax"	"Crave à bec rouge"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"		"DO (Ann. I)"			"Non endémique"	Pr	Rare	Ab	Occ	Occ	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Modéré	NC,H	"Non menacée"	LC	2016	"Non évaluée"							"Sous conditions"			
18.0	532691	Chordata	Aves	Charadriiformes	Laridae	Onychoprion	"Onychoprion anaethetus (Scopoli, 1786)"	"Onychoprion anaethetus"	"Sterne bridée"	"Marin & Terrestre"	"Indigène ou indéterminé"	Indigène	"PN, RI, RN"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. III)"			"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Occ	"Non évaluée"	Ab	Occ	Occ	Ab	Ab	Ab	Ab	Ab	Ab	Occ	Ab	Ab	"Non évaluée"	MTEr	"Non évaluée"			"Non évaluée"										
18.0	3336	Chordata	Aves	Charadriiformes	Laridae	Hydroprogne	"Hydroprogne caspia (Pallas, 1770)"	"Hydroprogne caspia"	"Sterne caspienne"	"Marin & Terrestre"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Oiseaux  (Art. 3)"	"BARC (Ann. II)"	"BERN (Ann. II), BONN (AEWA, Ann. II)"		"DO (Ann. I)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Occ	"Non évaluée"	Occ	Occ	Occ	Ab	Occ	Ab	Occ	Ab	Occ	Occ	Occ	Occ	"Non évaluée"	MTEr	"Non évaluée"			"Non évaluée"										
18.0	4494	Chordata	Aves	Passeriformes	Corvidae	Corvus	"Corvus monedula Linnaeus, 1758"	"Corvus monedula"	"Choucas des tours"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RN"	"PN_Oiseaux  (Art. 3)"				"DO (Ann. II/2)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré	NC,H	"Non menacée"	LC	2016	"Non menacée"			LC	2015	NT	2018	"Sous conditions"			
18.0	199377	Chordata	Aves	Charadriiformes	Laridae	Sterna	"Sterna forsteri Nuttall, 1834"	"Sterna forsteri"	"Sterne de Forster"	"Marin & Terrestre"	"Indigène ou indéterminé"	Indigène	"PN, RI, RN"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. III)"			"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Occ	"Non évaluée"	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Occ	Ab	Ab	"Non évaluée"	MTEr	"Non évaluée"			"Non évaluée"										
18.0	528760	Chordata	Aves	Charadriiformes	Laridae	Onychoprion	"Onychoprion fuscatus (Linnaeus, 1766)"	"Onychoprion fuscatus"	"Sterne fuligineuse"	"Marin & Terrestre"	"Indigène ou indéterminé"	Indigène	"PN, RI, RN"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. III)"			"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Occ	"Non évaluée"	Ab	Occ	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Occ	Ab	Ab	"Non évaluée"	MTEr	"Non évaluée"			"Non évaluée"										
18.0	4510	Chordata	Aves	Passeriformes	Corvidae	Corvus	"Corvus corax Linnaeus, 1758"	"Corvus corax"	"Grand corbeau"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. III)"					"Non endémique"	Pr	"Assez commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Occ	Occ	Pr	Notable	NC,H	"Non menacée"	LC	2016	Menacée			VU	2015	CR	2018	"Sous conditions"	"Sous conditions"	"Sous conditions"	"Sous conditions"
18.0	4518	Chordata	Aves	Passeriformes	Sturnidae	Sturnus	"Sturnus unicolor Temminck, 1820"	"Sturnus unicolor"	"Étourneau unicolore"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Occ	Exceptionnelle	Ab	Occ	Occ	Ab	Occ	Ab	Ab	Ab	Ab	Occ	Ab	Ab	"Non applicable"	NPr,HO	"Non menacée"	LC	2016	"Non évaluée"										
18.0	4525	Chordata	Aves	Passeriformes	Passeridae	Passer	"Passer domesticus (Linnaeus, 1758)"	"Passer domesticus"	"Moineau domestique"	Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Oiseaux  (Art. 3)"							"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable	NC,H	"Non menacée"	LC	2016	"Non menacée"			LC	2015	NT	2018				
18.0	4532	Chordata	Aves	Passeriformes	Passeridae	Passer	"Passer montanus (Linnaeus, 1758)"	"Passer montanus"	"Moineau friquet"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI, RN"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. III)"			"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	"Très fort"	NC,H	Menacée	EN	2016	Menacée			CR	2015	EN	2018			"Sous conditions"	
18.0	4537	Chordata	Aves	Passeriformes	Passeridae	Montifringilla	"Montifringilla nivalis (Linnaeus, 1766)"	"Montifringilla nivalis"	"Niverolle alpine, Niverolle des Alpes"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Pr	"Très rare"	Ab	Ab	Ab	Ab	Pr	Sa	Ab	Ab	Ab	Occ	Ab	Ab	Notable	NC,H	"Non menacée"	LC	2016	"Non évaluée"							"Sous conditions"			
18.0	4540	Chordata	Aves	Passeriformes	Passeridae	Petronia	"Petronia petronia (Linnaeus, 1766)"	"Petronia petronia"	"Moineau soulcie"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Pr	"Assez commune"	Pr	Pr	Pr	Pr	Pr	Pr	Ab	Ab	Pr	Pr	Pr	Occ	Fort	NC,H	"Non menacée"	LC	2016	Menacée			CR	2015	VU	2018	"Sous conditions"	"Sous conditions"	Stricte	
18.0	4564	Chordata	Aves	Passeriformes	Fringillidae	Fringilla	"Fringilla coelebs Linnaeus, 1758"	"Fringilla coelebs"	"Pinson des arbres"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. III)"					"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré	NC,H	"Non menacée"	LC	2016	"Non menacée"			LC	2015	LC	2018				
18.0	4571	Chordata	Aves	Passeriformes	Fringillidae	Serinus	"Serinus serinus (Linnaeus, 1766)"	"Serinus serinus"	"Serin cini"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort	NC,H	Menacée	VU	2016	Menacée			EN	2015	NT	2018				
18.0	4074	Chordata	Aves	Passeriformes	Muscicapidae	Oenanthe	"Oenanthe hispanica (Linnaeus, 1758)"	"Oenanthe hispanica"	"Traquet oreillard"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI, RN"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II), BONN (Ann. II)"			"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Occ	"Non évaluée"	Ab	Occ	Ab	Ab	Occ	Ab	Ab	Ab	Ab	Occ	Ab	Ab	"Non évaluée"	MTEr	Menacée	EN	2016	"Non évaluée"										
18.0	4070	Chordata	Aves	Passeriformes	Muscicapidae	Oenanthe	"Oenanthe pleschanka (Lepechin, 1770)"	"Oenanthe pleschanka"	"Traquet pie"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. II), BONN (Ann. II)"		"DO (Ann. I)"			"Non endémique"	Occ	"Non évaluée"	Ab	Ab	Ab	Ab	Occ	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"	MTEr	"Non évaluée"			"Non évaluée"										
18.0	3185	Chordata	Aves	Charadriiformes	Charadriidae	Vanellus	"Vanellus leucurus (Lichtenstein, 1823)"	"Vanellus leucurus"	"Vanneau à queue blanche"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. III), BONN (AEWA, Ann. II)"					"Non endémique"	Occ	"Non évaluée"	Ab	Ab	Occ	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"	MTEr	"Non évaluée"			"Non évaluée"										
18.0	3181	Chordata	Aves	Charadriiformes	Charadriidae	Vanellus	"Vanellus gregarius (Pallas, 1771)"	"Vanellus gregarius"	"Vanneau sociable"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. III), BONN (AEWA, Ann. I, Ann. II)"					"Non endémique"	Occ	"Non évaluée"	Occ	Occ	Occ	Ab	Occ	Ab	Ab	Occ	Occ	Occ	Occ	Occ	"Non évaluée"	HO	"Non évaluée"			"Non évaluée"										
18.0	2869	Chordata	Aves	Accipitriformes	Accipitridae	Aegypius	"Aegypius monachus (Linnaeus, 1766)"	"Aegypius monachus"	"Vautour moine"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. III), BONN (Ann. II)"	"COMMERCE_CITES (Ann. A)"	"DO (Ann. I)"	"REGL_Interdépartementale (Art. 1)"		"Non endémique"	Occ	"Non évaluée"	Occ	Occ	Ai	Ai	Occ	Occ	Occ	Ab	Ab	Ab	Ab	Ab	"Non évaluée"	MTEr	Menacée	EN	2016	"Non évaluée"										
18.0	18437	Arthropoda	Malacostraca	Decapoda	Astacidae	Austropotamobius	"Austropotamobius pallipes (Lereboullet, 1858)"	"Austropotamobius pallipes"	"Écrevisse à pieds blancs (L'), Écrevisse à pattes blanches (L'), Écrevisse pallipède (L')"	"Eau douce"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Ecrevisses (Art. 1)"		"BERN (Ann. III)"		"DHFF (Ann. II, Ann. V)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Non évaluée"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Sa	Pr	Pr	"Non évaluée"		Menacée	VU	2014	"Non évaluée"								Stricte	Stricte	Stricte
18.0	458968	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops eskualduna Coiffait, 1959"	"Aphaenops eskualduna"		Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Subendémique	"Non endémique"	Pr	"Non évaluée"	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	795221	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops giraudi Ochs, 1938"	"Aphaenops giraudi"		Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Subendémique	"Non endémique"	Pr	"Non évaluée"	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	8756	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops loubensi Jeannel, 1953"	"Aphaenops loubensi"	"Aphaenops de Loubens"	Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Subendémique	"Non endémique"	Pr	"Non évaluée"	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	458980	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops ludovici Gaudin in Colas & Gaudin, 1935"	"Aphaenops ludovici"		Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Subendémique	"Non endémique"	Pr	"Non évaluée"	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	458988	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops ochsi L. Gaudin, 1925"	"Aphaenops ochsi"		Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Subendémique	"Non endémique"	Pr	"Non évaluée"	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	458994	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops orionis Fagniez, 1913"	"Aphaenops orionis"		Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Subendémique	"Non endémique"	Pr	"Non évaluée"	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	12336	Arthropoda	Insecta	Coleoptera	Cerambycidae	Cerambyx	"Cerambyx cerdo Linnaeus, 1758"	"Cerambyx cerdo"	"Grand Capricorne (Le)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Insectes  (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. II, Ann. IV)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Non évaluée"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	"Non évaluée"		"Non évaluée"			"Non menacée"			LC	2013			"Sous conditions"	Stricte		
18.0	10979	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Osmoderma	"Osmoderma eremita (Scopoli, 1763)"	"Osmoderma eremita"	"Pique-prune, Barbot"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Insectes  (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Pr	"Non évaluée"	Ind	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Sa	Occ	Occ	Ai	"Non évaluée"		"Non évaluée"			Menacée			VU	2013			"Sous conditions"	Stricte	Stricte	
18.0	12348	Arthropoda	Insecta	Coleoptera	Cerambycidae	Rosalia	"Rosalia alpina (Linnaeus, 1758)"	"Rosalia alpina"	"Rosalie des Alpes"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Insectes  (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. II, Ann. IV)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Non évaluée"	Pr	Pr	Pr	Ai	Pr	Pr	Pb	Ind	Pr	Pr	Pr	Occ	"Non évaluée"		"Non évaluée"			Menacée			VU	2013			"Sous conditions"	Stricte	Stricte	
18.0	54837	Arthropoda	Insecta	Lepidoptera	Sphingidae	Proserpinus	"Proserpinus proserpina (Pallas, 1772)"	"Proserpinus proserpina"	"Sphinx de l'Épilobe (Le), Sphinx de l'Oenothère (Le)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE"	"PN_Insectes  (Art. 2)"				"DHFF (Ann. IV)"			"Non endémique"	Pr	"Non évaluée"	Pr	Pr	Pr	Pr	Pr	Pr	Ind	Ind	Ai	Pr	Pr	Pr	"Non évaluée"		"Non évaluée"			"Non évaluée"									Stricte	
18.0	247049	Arthropoda	Insecta	Lepidoptera	Zygaenidae	Zygaena	"Zygaena rhadamanthus (Esper, 1789)"	"Zygaena rhadamanthus"	"Zygène de l'Esparcette (La), Zygène de la Dorycnie (La), Zygène cendrée (La), Zygène rhadamanthe"	Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"							"Non endémique"	Pr	"Non évaluée"	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	249356	Arthropoda	Insecta	Lepidoptera	Noctuidae	Gortyna	"Gortyna borelii Pierret, 1838"	"Gortyna borelii"	"Noctuelle des Peucédans (La)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE"	"PN_Insectes  (Art. 2)"				"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Occ	"Non évaluée"	Ab	Occ	Ab	Ab	Ab	Ai	Ai	Ai	Da	Occ	Occ	Occ	"Non évaluée"		"Non évaluée"			"Non évaluée"								Stricte		
18.0	54762	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Eriogaster	"Eriogaster catax (Linnaeus, 1758)"	"Eriogaster catax"	"Bombyx Evérie (Le) Laineuse du Prunellier (La)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Insectes  (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Pr	"Non évaluée"	Pr	Pr	Ai	Ai	Pr	Pr	Ai	Ai	Pr	Pr	Pr	Ai	"Non évaluée"		"Non évaluée"			"Non évaluée"								Stricte	Stricte	
18.0	836226	Chordata	Aves	Anseriformes	Anatidae	Sibirionetta	"Sibirionetta formosa (Georgi, 1775)"	"Sibirionetta formosa"	"Sarcelle élégante"	"Continental (terrestre et eau douce)"	"Introduit établi ou possiblement établi"	"Introduite non établie"	"PN, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. III), BONN (Ann. I, Ann. II)"	"COMMERCE_CITES (Ann. B)"				"Non endémique"	Acc	"Non évaluée"	Ab	Acc	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Acc	Ab	Ab	"Non évaluée"	NA	"Non évaluée"			"Non évaluée"										
18.0	3811	Chordata	Aves	Passeriformes	Laniidae	Lanius	"Lanius minor Gmelin, 1788"	"Lanius minor"	"Pie-grièche à poitrine rose"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II), BONN (Ann. II)"		"DO (Ann. I)"	"REGL_Interdépartementale (Art. 1)"		"Non endémique"	Da	"Non évaluée"	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Da	Ab	Ab	Ab	Ab	"Non évaluée"	ND	Menacée	CR	2016	"Non évaluée"										
18.0	442346	Chordata	Aves	Charadriiformes	Scolopacidae	Scolopax	"Scolopax minor Gmelin, 1789"	"Scolopax minor"	"Bécasse d'Amérique"	Terrestre	"Indigène ou indéterminé"	Indéterminé	"PN, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. II), BONN (Ann. II)"					"Non endémique"	Occ	"Non évaluée"	Occ	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	627668	Chordata	Aves	Passeriformes	Parulidae	Setophaga	"Setophaga petechia (Linnaeus, 1766)"	"Setophaga petechia"	"Paruline jaune"	Terrestre	"Indigène ou indéterminé"	Indéterminé	"PN, RI, RN"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. III)"			"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Occ	"Non évaluée"	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Occ	Ab	Ab	"Non évaluée"		"Non évaluée"			"Non évaluée"										
